Prefetcher,Benchmark,IPC,L2C Miss Latency,L2C Misses,Prefetch Requested,Prefetch Issued,Prefetch Useful
.,Unknown Benchmark,,,,,,
ghb_stride,perlbench,1.277,141.0,188915.0,1354872.0,1354820.0,8794.0
ghb_stride,gcc,0.8409,173.4,4866703.0,3260900.0,3260900.0,2402469.0
ghb_stride,bwaves,1.987,239.4,109610.0,43232.0,43232.0,12001.0
ghb_stride,mcf,0.4898,60.29,12581917.0,9835180.0,9835180.0,3096690.0
ghb_stride,cactuBSSN,1.093,129.6,8865230.0,110188476.0,110181285.0,898531.0
ghb_stride,lbm,0.4752,614.6,24052090.0,5938092.0,5938092.0,1913687.0
ghb_stride,omnetpp,0.3755,157.2,8138153.0,683392.0,683392.0,61325.0
ghb_stride,wrf,1.249,224.3,785523.0,2550336.0,2550316.0,121103.0
ghb_stride,xalancbmk,1.101,103.3,1966694.0,7647660.0,7645532.0,73058.0
ghb_stride,x264,1.834,202.2,1143299.0,3010532.0,3007386.0,164490.0
ghb_stride,cam4,1.225,943.2,2943926.0,1881784.0,1881444.0,69471.0
ghb_stride,pop2,1.701,197.1,5329773.0,10807172.0,10806832.0,1629921.0
ghb_stride,deepsjeng,1.154,155.7,271377.0,1209944.0,1209944.0,136.0
ghb_stride,imagick,3.308,18.98,89952.0,12609092.0,12609092.0,36150.0
ghb_stride,leela,1.171,194.9,127509.0,377672.0,377671.0,30257.0
ghb_stride,nab,1.038,134.0,121490.0,2682896.0,2682896.0,83964.0
ghb_stride,exchange2,1.701,167.4,157.0,2440.0,2440.0,0.0
ghb_stride,fotonik3d,0.9647,167.4,8502185.0,15665708.0,15665708.0,3920176.0
ghb_stride,roms,1.66,236.3,981423.0,1170048.0,1170048.0,284714.0
ghb_stride,xz,1.425,174.7,1285954.0,448508.0,445738.0,93495.0
ghb_stride_fdp,perlbench,1.275,141.5,181507.0,1387892.0,1387848.0,0.0
ghb_stride_fdp,gcc,0.5362,167.0,4311638.0,24320.0,24320.0,0.0
ghb_stride_fdp,bwaves,1.97,209.4,105526.0,80.0,80.0,0.0
ghb_stride_fdp,mcf,0.3704,89.75,10408687.0,5484.0,5484.0,0.0
ghb_stride_fdp,cactuBSSN,1.08,145.9,8431321.0,103471704.0,103468058.0,0.0
ghb_stride_fdp,lbm,0.4716,569.4,22257380.0,0.0,0.0,0.0
ghb_stride_fdp,omnetpp,0.3733,157.1,8101068.0,510840.0,510840.0,0.0
ghb_stride_fdp,wrf,1.22,223.1,589651.0,1017392.0,1017392.0,0.0
ghb_stride_fdp,xalancbmk,1.097,102.3,1882953.0,3816848.0,3816848.0,0.0
ghb_stride_fdp,x264,1.785,199.5,743619.0,2198188.0,2195277.0,0.0
ghb_stride_fdp,cam4,1.226,936.6,2751256.0,248360.0,248360.0,0.0
ghb_stride_fdp,pop2,1.246,168.8,3353957.0,306012.0,305992.0,0.0
ghb_stride_fdp,deepsjeng,1.154,155.6,272790.0,1228404.0,1228404.0,0.0
ghb_stride_fdp,imagick,3.259,162.7,19534.0,51608.0,51608.0,0.0
ghb_stride_fdp,leela,1.159,174.5,79998.0,84256.0,84256.0,0.0
ghb_stride_fdp,nab,1.017,158.4,103106.0,32452.0,32452.0,0.0
ghb_stride_fdp,exchange2,1.701,167.4,157.0,2440.0,2440.0,0.0
ghb_stride_fdp,fotonik3d,0.3922,216.9,4773782.0,112104.0,112104.0,0.0
ghb_stride_fdp,roms,1.456,224.7,517006.0,520.0,520.0,0.0
ghb_stride_fdp,xz,1.414,169.1,1062180.0,20300.0,20300.0,0.0
